example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
amadeus__conv_L30064__utt_L30075,amadeus,L30064,L30075,MOZART,CONSTANZE,"1. MOZART to CONSTANZE: Em iram! Em iram!
2. CONSTANZE to MOZART: No, I'm not playing this game.
3. MOZART to CONSTANZE: No, this is serious. Say it backwards.
4. CONSTANZE to MOZART: No!
5. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!
6. CONSTANZE to MOZART: Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.",Ui-vol-i-tub!,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30064__utt_L30076,amadeus,L30064,L30076,CONSTANZE,MOZART,"1. CONSTANZE to MOZART: No, I'm not playing this game.
2. MOZART to CONSTANZE: No, this is serious. Say it backwards.
3. CONSTANZE to MOZART: No!
4. MOZART to CONSTANZE: Just say it - you'll see. It's very serious. Em iram!  Em iram!
5. CONSTANZE to MOZART: Iram - marry Em - marry me! No, no! You're a fiend. I'm not going to marry a fiend. A dirty fiend at that.
6. MOZART to CONSTANZE: Ui-vol-i-tub!",Tub - but i-tub - but I vol - love but I love ui - You. I love you!,,,roughly_equal_power,roughly_equal_power,high_respect,neutral_respect
amadeus__conv_L30077__utt_L30077,amadeus,L30077,L30077,MOZART,,,Tish-I'm tee. What's that?,,,unclear,unclear,neutral_respect,unclear
amadeus__conv_L30077__utt_L30078,amadeus,L30077,L30078,CONSTANZE,MOZART,1. MOZART: Tish-I'm tee. What's that?,What?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30077__utt_L30079,amadeus,L30077,L30079,MOZART,CONSTANZE,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?",Tish-I'm-tee.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30077__utt_L30080,amadeus,L30077,L30080,CONSTANZE,MOZART,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.",Eat,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30077__utt_L30081,amadeus,L30077,L30081,MOZART,CONSTANZE,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat",Yes.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30077__utt_L30082,amadeus,L30077,L30082,CONSTANZE,MOZART,"1. MOZART: Tish-I'm tee. What's that?
2. CONSTANZE to MOZART: What?
3. MOZART to CONSTANZE: Tish-I'm-tee.
4. CONSTANZE to MOZART: Eat
5. MOZART to CONSTANZE: Yes.",Eat my - ah!,roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
amadeus__conv_L30085__utt_L30085,amadeus,L30085,L30085,ARCO,,,"Follow me, please. The Archbishop would like a word.",speaker_higher_power,high_respect,speaker_higher_power,speaker_higher_power,high_respect,high_respect
amadeus__conv_L30085__utt_L30086,amadeus,L30085,L30086,MOZART,ARCO,"1. ARCO: Follow me, please. The Archbishop would like a word.",Certainly!,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30087__utt_L30087,amadeus,L30087,L30087,MOZART,,,"Well, I think that went off remarkably well, don't you?",,,unclear,unclear,neutral_respect,neutral_respect
amadeus__conv_L30087__utt_L30088,amadeus,L30087,L30088,ARCO,MOZART,"1. MOZART: Well, I think that went off remarkably well, don't you?",Indeed.,,,roughly_equal_power,unclear,neutral_respect,neutral_respect
amadeus__conv_L30087__utt_L30089,amadeus,L30087,L30089,MOZART,ARCO,"1. MOZART: Well, I think that went off remarkably well, don't you?
2. ARCO to MOZART: Indeed.",These Viennese certainly know good music when they hear it.,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30087__utt_L30090,amadeus,L30087,L30090,ARCO,MOZART,"1. MOZART: Well, I think that went off remarkably well, don't you?
2. ARCO to MOZART: Indeed.
3. MOZART to ARCO: These Viennese certainly know good music when they hear it.",His Grace is very angry with you.,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30087__utt_L30091,amadeus,L30087,L30091,MOZART,ARCO,"1. MOZART: Well, I think that went off remarkably well, don't you?
2. ARCO to MOZART: Indeed.
3. MOZART to ARCO: These Viennese certainly know good music when they hear it.
4. ARCO to MOZART: His Grace is very angry with you.",What do you mean?,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30095__utt_L30095,amadeus,L30095,L30095,MOZART,,,"Why what, sir?",,,unclear,unclear,high_respect,high_respect
amadeus__conv_L30095__utt_L30096,amadeus,L30095,L30096,COLLOREDO,MOZART,"1. MOZART: Why what, sir?",Why do I have to be humiliated in front of my guests by one of my own servants?,speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
amadeus__conv_L30095__utt_L30097,amadeus,L30095,L30097,MOZART,COLLOREDO,"1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?",Humiliated?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30095__utt_L30098,amadeus,L30095,L30098,COLLOREDO,MOZART,"1. MOZART: Why what, sir?
2. COLLOREDO to MOZART: Why do I have to be humiliated in front of my guests by one of my own servants?
3. MOZART to COLLOREDO: Humiliated?","How much provocation am I to endure from you? The more license I allow you, the more you take.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
amadeus__conv_L30099__utt_L30099,amadeus,L30099,L30099,MOZART,,,"If His Grace is not satisfied with me, he can dismiss me.",,,listener_higher_power,listener_higher_power,high_respect,neutral_respect
amadeus__conv_L30099__utt_L30100,amadeus,L30099,L30100,COLLOREDO,MOZART,"1. MOZART: If His Grace is not satisfied with me, he can dismiss me.",I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30099__utt_L30101,amadeus,L30099,L30101,MOZART,COLLOREDO,"1. MOZART: If His Grace is not satisfied with me, he can dismiss me.
2. COLLOREDO to MOZART: I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.","No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30099__utt_L30102,amadeus,L30099,L30102,COLLOREDO,MOZART,"1. MOZART: If His Grace is not satisfied with me, he can dismiss me.
2. COLLOREDO to MOZART: I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come.
3. MOZART to COLLOREDO: No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy.","Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
amadeus__conv_L30113__utt_L30113,amadeus,L30113,L30113,JOSEPH,,,"Ah-ha. Well then, we should make some effort to acquire him. We could use a good German composer in Vienna, surely?",,,unclear,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30113__utt_L30114,amadeus,L30113,L30114,VON STRACK,JOSEPH,"1. JOSEPH: Ah-ha. Well then, we should make some effort to acquire him. We could use a good German composer in Vienna, surely?","I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30113__utt_L30115,amadeus,L30113,L30115,JOSEPH,VON STRACK,"1. JOSEPH: Ah-ha. Well then, we should make some effort to acquire him. We could use a good German composer in Vienna, surely?
2. VON STRACK to JOSEPH: I agree, Majesty, but I'm afraid it's not possible. The young man is still in the pay of the Archbishop.","Very small pay, I imagine. I'm sure he could be tempted with the right offer. Say, an opera in German for our National Theatre.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30118__utt_L30118,amadeus,L30118,L30118,JOSEPH,,,"Ah-ha. What do you say, Chamberlain?",,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30118__utt_L30119,amadeus,L30118,L30119,VON STRACK,JOSEPH,"1. JOSEPH: Ah-ha. What do you say, Chamberlain?","In my opinion, it is time we had a piece in our own language, sir. Plain German. For plain people.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30123__utt_L30123,amadeus,L30123,L30123,SALIERI,,,"I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30123__utt_L30124,amadeus,L30123,L30124,JOSEPH,SALIERI,"1. SALIERI: I think it is an interesting notion to keep Mozart in Vienna, Majesty. It should really infuriate the Archbishop beyond measure - if that is your Majesty's intention.","You are cattivo, Court Composer.  I want to meet this young man. Chamberlain, arrange a pleasant welcome for him.",,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
amadeus__conv_L30125__utt_L30125,amadeus,L30125,L30125,VON STRACK,,,"Yes, sir.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30125__utt_L30126,amadeus,L30125,L30126,JOSEPH,VON STRACK,"1. VON STRACK: Yes, sir.",Well. There it is.,,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30128__utt_L30128,amadeus,L30128,L30128,SALIERI,,,"Ah! Here she comes. Fraulein Lorl, good morning.",,,roughly_equal_power,unclear,high_respect,high_respect
amadeus__conv_L30128__utt_L30129,amadeus,L30128,L30129,LORL,SALIERI,"1. SALIERI: Ah! Here she comes. Fraulein Lorl, good morning.","Good morning, sir.",,,roughly_equal_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30128__utt_L30130,amadeus,L30128,L30130,SALIERI,LORL,"1. SALIERI: Ah! Here she comes. Fraulein Lorl, good morning.
2. LORL to SALIERI: Good morning, sir.",What have you got for me today? Let me see.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30131__utt_L30131,amadeus,L30131,L30131,SALIERI,,,Ah-ha! Siena macaroons - my favourites. Give my best thanks to the baker.,,,unclear,speaker_higher_power,high_respect,neutral_respect
amadeus__conv_L30131__utt_L30132,amadeus,L30131,L30132,LORL,SALIERI,1. SALIERI: Ah-ha! Siena macaroons - my favourites. Give my best thanks to the baker.,"I will, sir.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30133__utt_L30133,amadeus,L30133,L30133,SALIERI,,,"Thank you. Are you well today, Fraulein Lorl?",,,roughly_equal_power,speaker_higher_power,high_respect,high_respect
amadeus__conv_L30133__utt_L30134,amadeus,L30133,L30134,LORL,SALIERI,"1. SALIERI: Thank you. Are you well today, Fraulein Lorl?","Yes, thank you, sir.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30133__utt_L30135,amadeus,L30133,L30135,SALIERI,LORL,"1. SALIERI: Thank you. Are you well today, Fraulein Lorl?
2. LORL to SALIERI: Yes, thank you, sir.",Bene! Bene!,,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30142__utt_L30142,amadeus,L30142,L30142,JOSEPH,,,"Well, what do you have for me today?",,,unclear,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30142__utt_L30143,amadeus,L30142,L30143,VON STRACK,JOSEPH,"1. JOSEPH: Well, what do you have for me today?","Your Majesty, Herr Mozart -",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30142__utt_L30144,amadeus,L30142,L30144,JOSEPH,VON STRACK,"1. JOSEPH: Well, what do you have for me today?
2. VON STRACK to JOSEPH: Your Majesty, Herr Mozart -","Yes, what about him?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30142__utt_L30145,amadeus,L30142,L30145,VON STRACK,JOSEPH,"1. JOSEPH: Well, what do you have for me today?
2. VON STRACK to JOSEPH: Your Majesty, Herr Mozart -
3. JOSEPH to VON STRACK: Yes, what about him?",He's here.,,,listener_higher_power,listener_higher_power,high_respect,neutral_respect
amadeus__conv_L30142__utt_L30146,amadeus,L30142,L30146,JOSEPH,VON STRACK,"1. JOSEPH: Well, what do you have for me today?
2. VON STRACK to JOSEPH: Your Majesty, Herr Mozart -
3. JOSEPH to VON STRACK: Yes, what about him?
4. VON STRACK to JOSEPH: He's here.",Ah-ha. Well. There it is. Good.,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30148__utt_L30148,amadeus,L30148,L30148,JOSEPH,,,What a charming idea. May I see?,,,unclear,unclear,high_respect,high_respect
amadeus__conv_L30148__utt_L30149,amadeus,L30148,L30149,SALIERI,JOSEPH,1. JOSEPH: What a charming idea. May I see?,"It's just a trifle, of course.",,,roughly_equal_power,listener_higher_power,neutral_respect,high_respect
amadeus__conv_L30148__utt_L30150,amadeus,L30148,L30150,JOSEPH,SALIERI,"1. JOSEPH: What a charming idea. May I see?
2. SALIERI to JOSEPH: It's just a trifle, of course.",May I try it?,,,roughly_equal_power,speaker_higher_power,high_respect,high_respect
amadeus__conv_L30148__utt_L30151,amadeus,L30148,L30151,SALIERI,JOSEPH,"1. JOSEPH: What a charming idea. May I see?
2. SALIERI to JOSEPH: It's just a trifle, of course.
3. JOSEPH to SALIERI: May I try it?",Majesty.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30152__utt_L30152,amadeus,L30152,L30152,JOSEPH,,,"Delightful, Court Composer. Would you permit me to play it as he comes in?",,,listener_higher_power,speaker_higher_power,high_respect,high_respect
amadeus__conv_L30152__utt_L30153,amadeus,L30152,L30153,SALIERI,JOSEPH,"1. JOSEPH: Delightful, Court Composer. Would you permit me to play it as he comes in?","You do me too much honour, Sire.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30152__utt_L30154,amadeus,L30152,L30154,JOSEPH,SALIERI,"1. JOSEPH: Delightful, Court Composer. Would you permit me to play it as he comes in?
2. SALIERI to JOSEPH: You do me too much honour, Sire.","Let's have some fun.  Bring in Herr Mozart, please. But slowly, slowly. I need a minute to practice.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30155__utt_L30155,amadeus,L30155,L30155,SALIERI,,,"A-flat, Majesty.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30155__utt_L30156,amadeus,L30155,L30156,JOSEPH,SALIERI,"1. SALIERI: A-flat, Majesty.",Ah-ha!,,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30158__utt_L30158,amadeus,L30158,L30158,ORSINI-ROSENBERG,,,"Bravo, Your Majesty!",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30158__utt_L30159,amadeus,L30158,L30159,VON STRACK,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: Bravo, Your Majesty!","Well done, Sire!",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30161__utt_L30161,amadeus,L30161,L30161,MOZART,,,Your Majesty!,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30161__utt_L30162,amadeus,L30161,L30162,JOSEPH,MOZART,1. MOZART: Your Majesty!,"No, no, please! It is not a holy relic.  You know we have met already? In this very room. Perhaps you won't remember it, you were only six years old.  He was giving the most brilliant little concert here. As he got off the stool, he slipped and fell. My sister Antoinette helped him up herself, and do you know what he did? Jumped straight into her arms and said, Will you marry me, yes or no?",,,listener_higher_power,speaker_higher_power,neutral_respect,high_respect
amadeus__conv_L30166__utt_L30166,amadeus,L30166,L30166,MOZART,,,"Oh, thank you.",,,unclear,unclear,high_respect,high_respect
amadeus__conv_L30166__utt_L30167,amadeus,L30166,L30167,JOSEPH,MOZART,"1. MOZART: Oh, thank you.",The Director of our Opera. Count Orsini-Rosenberg.,,,speaker_higher_power,speaker_higher_power,high_respect,neutral_respect
amadeus__conv_L30166__utt_L30168,amadeus,L30166,L30168,MOZART,JOSEPH,"1. MOZART: Oh, thank you.
2. JOSEPH to MOZART: The Director of our Opera. Count Orsini-Rosenberg.","Oh sir, yes! The honour is mine. Absolutely.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
